Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
1355560318,"Jan 13, 2018, 4:28:10 PM",Canada to Coyote Point,Ride,"",15862,80.62,,,false,,Moots Vamoots CR Di2,activities/1464377555.fit.gz,88.0,7.938,15862.0,14364.0,80623.6,13.6,,457.0,448.8,-6.6,167.6,27.1,0.0,,,98.0,63.0,,,,88.0,1415.0,,12.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1357841034,"Jan 14, 2018, 9:01:46 PM",Rancho Santa Antonio,Ride,"",9608,35.89,,,false,,Moots Vamoots CR Di2,activities/1466738227.fit.gz,88.0,7.938,9608.0,6165.0,35890.1,11.7,,214.0,208.8,1.6,185.8,26.5,0.0,,,85.0,60.0,,,,100.0,688.0,,13.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/28a53f1f-bc34-45e2-83ba-93ee2a58d757.jpg|media/8de8e5a8-026b-4d9d-ad2f-d42a070adb35.jpg|media/6d07d3a1-16a6-4929-b79c-938b7334d2fd.jpg
1360177759,"Jan 16, 2018, 4:30:56 PM",Morning Ride,Ride,,1487,8.58,,,true,,Moots Vamoots CR Di2,activities/1469153836.fit.gz,88.0,7.938,1487.0,1402.0,8586.8,7.6,,6.0,16.2,-4.6,6.8,11.4,-0.1,,,83.0,58.0,,,,90.0,140.0,,9.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1360836635,"Jan 16, 2018, 8:52:19 PM",Lunch Ride,Ride,,9960,26.22,,,true,,Moots Vamoots CR Di2,activities/1469820887.fit.gz,88.0,7.938,9960.0,4345.0,26222.0,9.7,,78.0,44.2,-2.4,36.6,16.5,0.1,,,82.0,57.0,,,,101.0,492.0,,15.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1362386800,"Jan 17, 2018, 8:31:46 PM",Lunch Ride,Ride,,10718,29.74,,,false,,Moots Vamoots CR Di2,activities/1471410198.fit.gz,88.0,7.938,10718.0,4810.0,29746.9,8.9,,46.0,29.8,1.2,26.2,29.8,0.1,,,80.0,58.0,,,,104.0,555.0,,14.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1368754672,"Jan 20, 2018, 9:27:21 PM",Afternoon Ride,Ride,,11334,54.76,,,false,,Moots Vamoots CR Di2,activities/1478095627.fit.gz,88.0,7.938,11334.0,8898.0,54764.8,12.0,,160.0,177.2,12.0,74.8,14.9,0.0,,,80.0,59.0,,,,107.0,1059.0,,12.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1369045051,"Jan 21, 2018, 7:47:13 PM",Alviso,Ride,"",13530,59.26,,,false,,Moots Vamoots CR Di2,activities/1478399862.fit.gz,88.0,7.938,13530.0,9358.0,59260.6,9.8,,123.0,113.4,-14.2,62.0,14.7,0.0,,,97.0,65.0,,,,104.0,1088.0,,13.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/c94bf7fa-6ad1-4555-b344-d5bfdd51ed95.jpg|media/6a2f8add-dd7e-4526-974e-581a2503b99b.jpg
1370535328,"Jan 22, 2018, 10:42:07 PM",Afternoon Ride,Ride,,6448,32.29,,,false,,Moots Vamoots CR Di2,activities/1479944398.fit.gz,88.0,7.938,6448.0,5265.0,32298.0,12.4,,118.0,122.2,-2.4,61.6,10.9,0.0,,,88.0,60.0,,,,105.0,614.0,,11.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1372021743,"Jan 23, 2018, 7:25:25 PM",Lunch Ride,Ride,,8461,34.42,,,false,,Moots Vamoots CR Di2,activities/1481468182.fit.gz,88.0,7.938,8461.0,5783.0,34423.3,8.9,,141.0,125.6,1.2,82.0,20.0,0.0,,,82.0,57.0,,,,105.0,674.0,,14.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1376725371,"Jan 26, 2018, 4:58:11 PM",Morning Ride,Ride,,14723,52.17,,,false,,Moots Vamoots CR Di2,activities/1486260457.fit.gz,88.0,7.938,14723.0,8618.0,52170.2,8.8,,90.0,79.4,1.8,39.2,13.2,0.0,,,82.0,60.0,,,,105.0,1005.0,,11.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1376866267,"Jan 26, 2018, 11:34:44 PM",Afternoon Ride,Ride,,5850,17.68,,,false,,Moots Vamoots CR Di2,activities/1486405614.fit.gz,88.0,7.938,5850.0,2624.0,17688.1,9.2,,30.0,30.2,-19.4,-8.0,11.6,0.0,,,117.0,65.0,,,,112.0,328.0,,10.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1378691299,"Jan 27, 2018, 11:45:01 PM",Novato Bay Trail / Lucas Valley / Point Blue,Ride,"",5475,31.99,,,false,"",Moots Vamoots CR Di2,activities/1488294581.fit.gz,88.0,7.938,5475.0,5024.0,31989.0,10.5,,95.0,95.4,-17.8,50.0,15.4,0.0,,,87.0,64.0,,,,114.0,640.0,,13.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,14683.4,,,,,,,,,,,,,,,,,media/3fe63ad0-c386-459a-a51c-f930debcdcda.jpg|media/950e0806-dbe2-4148-b1e9-b87e0f9f929e.jpg|media/449a50aa-2595-4b94-b7cf-6326dd3deb60.jpg|media/bd49bd07-1c67-49e3-945c-a5a538458e72.jpg|media/468a4250-9bcc-47e0-a497-a6bf0e8caea5.jpg
1380450388,"Jan 28, 2018, 7:54:09 PM",Lunch Ride,Ride,,4530,13.87,,,false,,Moots Vamoots CR Di2,activities/1490187893.fit.gz,88.0,7.938,4530.0,2295.0,13873.2,7.6,,28.0,7.2,9.6,38.4,6.2,0.1,,,75.0,57.0,,,,103.0,263.0,,19.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1385405269,"Jan 31, 2018, 6:21:42 PM",Morning Ride,Ride,,13975,51.95,,,false,,Moots Vamoots CR Di2,activities/1495270714.fit.gz,88.0,7.938,13975.0,11055.0,51955.5,16.8,,770.0,765.8,41.4,464.0,30.8,0.0,,,97.0,55.0,,,,114.0,1401.0,,19.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1387100174,"Feb 1, 2018, 4:30:46 PM",Morning Ride,Ride,,1428,8.31,,,true,,Moots Vamoots CR Di2,activities/1497031590.fit.gz,88.0,7.938,1428.0,1343.0,8318.0,8.5,,7.0,17.8,-13.8,2.8,9.9,-0.1,,,81.0,61.0,,,,97.0,146.0,,9.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1387261409,"Feb 1, 2018, 11:40:18 PM",Afternoon Ride,Ride,,10830,25.23,,,true,,Moots Vamoots CR Di2,activities/1497202424.fit.gz,88.0,7.938,10830.0,4743.0,25232.5,8.2,,72.0,64.2,-6.4,43.6,7.4,0.0,,,77.0,51.0,,,,89.0,469.0,,17.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1390279868,"Feb 3, 2018, 11:41:57 PM",Afternoon Ride,Ride,,2530,14.80,,,false,,Moots Vamoots CR Di2,activities/1500315185.fit.gz,88.0,7.938,2530.0,2441.0,14801.1,8.0,,14.0,7.2,-9.6,4.0,10.1,0.0,,,75.0,56.0,,,,99.0,270.0,,21.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1390279959,"Feb 3, 2018, 4:46:57 PM",Morning Ride,Ride,,1270,6.60,,,false,,Moots Vamoots CR Di2,activities/1500315290.fit.gz,88.0,7.938,1270.0,1087.0,6601.9,7.9,,7.0,18.2,-1.2,15.6,11.3,-0.2,,,77.0,54.0,,,,103.0,125.0,,11.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1392239750,"Feb 4, 2018, 9:44:57 PM",Afternoon Ride,Ride,,5711,19.66,,,false,,Moots Vamoots CR Di2,activities/1502351891.fit.gz,88.0,7.938,5711.0,3280.0,19661.3,8.0,,44.0,36.2,25.0,54.4,9.0,0.0,,,74.0,54.0,,,,99.0,360.0,,23.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1393674787,"Feb 6, 2018, 12:17:18 AM",Afternoon Ride,Ride,,4304,17.03,,,true,,Moots Vamoots CR Di2,activities/1503846356.fit.gz,88.0,7.938,4304.0,3024.0,17030.6,7.6,,31.0,22.8,-4.8,16.0,17.8,0.0,,,74.0,55.0,,,,91.0,306.0,,20.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1393675257,"Feb 5, 2018, 5:42:27 PM",Morning Ride,Ride,,1492,8.63,,,true,,Moots Vamoots CR Di2,activities/1503846825.fit.gz,88.0,7.938,1492.0,1436.0,8633.2,7.8,,11.0,18.0,4.8,15.6,11.1,-0.1,,,81.0,61.0,,,,91.0,145.0,,15.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1395210844,"Feb 6, 2018, 6:15:07 PM",Morning Ride,Ride,,1515,8.23,,,true,,Moots Vamoots CR Di2,activities/1505414492.fit.gz,88.0,7.938,1515.0,1407.0,8232.2,7.4,,15.0,19.2,8.0,18.8,11.0,-0.1,,,73.0,58.0,,,,91.0,143.0,,18.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1395289395,"Feb 6, 2018, 11:31:24 PM",Afternoon Ride,Ride,,4229,24.41,,,true,,Moots Vamoots CR Di2,activities/1505496051.fit.gz,88.0,7.938,4229.0,4064.0,24410.9,9.9,,90.0,70.0,-13.8,52.0,22.2,0.1,,,81.0,58.0,,,,101.0,457.0,,20.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1396613724,"Feb 7, 2018, 7:22:08 PM",Lunch Ride,Ride,,5087,19.30,,,false,,Moots Vamoots CR Di2,activities/1506858912.fit.gz,88.0,7.938,5087.0,3068.0,19306.1,8.5,,60.0,43.6,0.8,24.6,15.4,0.1,,,97.0,58.0,,,,108.0,370.0,,20.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1398421130,"Feb 8, 2018, 5:07:05 PM",Morning Ride,Ride,,1374,8.02,,,true,,Moots Vamoots CR Di2,activities/1508780569.fit.gz,88.0,7.938,1374.0,1314.0,8023.5,7.8,,10.0,19.0,-13.2,-1.2,10.7,-0.1,,,78.0,59.0,,,,92.0,135.0,,12.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1398422683,"Feb 8, 2018, 11:54:57 PM",Afternoon Ride,Ride,,2010,10.77,,,true,,Moots Vamoots CR Di2,activities/1508782274.fit.gz,88.0,7.938,2010.0,1860.0,10773.4,8.4,,22.0,16.0,-5.4,6.4,8.9,0.1,,,73.0,57.0,,,,97.0,201.0,,20.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1399538397,"Feb 9, 2018, 5:02:18 PM",Morning Ride,Ride,"",11507,40.90,,,false,,Moots Vamoots CR Di2,activities/1510113145.fit.gz,88.0,7.938,11507.0,6971.0,40902.3,8.0,,97.0,81.6,-13.8,24.0,22.2,0.0,,,80.0,58.0,,,,98.0,765.0,,18.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/d25f87a7-fe7e-442b-b9ee-85e19d5febfb.jpg
1399742407,"Feb 9, 2018, 10:09:46 PM",Afternoon Ride,Ride,,3679,15.90,,,false,,Moots Vamoots CR Di2,activities/1510384596.fit.gz,88.0,7.938,3679.0,2680.0,15900.5,8.7,,41.0,43.0,-3.6,23.6,7.4,0.0,,,73.0,53.0,,,,97.0,290.0,,25.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1401629062,"Feb 10, 2018, 11:49:46 PM",Afternoon Ride,Ride,,6238,28.34,,,false,,Moots Vamoots CR Di2,activities/1512612220.fit.gz,88.0,7.938,6238.0,4903.0,28343.3,10.6,,77.0,78.6,-9.2,30.2,11.5,0.0,,,79.0,58.0,,,,94.0,513.0,,16.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1403396093,"Feb 11, 2018, 8:05:16 PM",Lunch Ride,Ride,,10365,21.34,,,false,,Moots Vamoots CR Di2,activities/1514593463.fit.gz,88.0,7.938,10365.0,4708.0,21339.0,8.0,,256.0,258.4,13.2,251.6,45.6,0.0,,,,,,,,97.0,510.0,,13.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1404364787,"Feb 12, 2018, 5:21:13 PM",Morning Ride,Ride,,2424,8.19,,,true,,Moots Vamoots CR Di2,activities/1515695262.fit.gz,88.0,7.938,2424.0,1358.0,8198.2,8.0,,10.0,15.2,3.8,16.4,13.5,-0.1,,,76.0,56.0,,,,100.0,151.0,,11.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1404908268,"Feb 13, 2018, 12:25:35 AM",Afternoon Ride,Ride,,2182,11.72,,,true,,Moots Vamoots CR Di2,activities/1516308187.fit.gz,88.0,7.938,2182.0,2104.0,11726.2,8.5,,18.0,14.6,-11.6,-0.4,6.6,0.0,,,86.0,55.0,,,,87.0,204.0,,11.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1406554940,"Feb 14, 2018, 12:03:35 AM",Afternoon Ride,Ride,"",4609,16.94,,,false,,Moots Vamoots CR Di2,activities/1518118296.fit.gz,88.0,7.938,4609.0,2898.0,16943.3,9.5,,52.0,42.8,8.4,58.0,20.9,0.1,,,76.0,54.0,,,,98.0,316.0,,14.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/d3057f5c-2814-4604-95db-78e2f9832308.jpg
1407984499,"Feb 14, 2018, 4:50:55 PM",Morning Ride,Ride,,3843,8.75,,,true,,Moots Vamoots CR Di2,activities/1519670026.fit.gz,88.0,7.938,3843.0,1424.0,8750.6,9.2,,15.0,18.4,24.0,35.6,15.7,0.0,,,78.0,61.0,,,,100.0,158.0,,9.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1408044980,"Feb 15, 2018, 1:17:57 AM",Afternoon Ride,Ride,,2983,11.61,,,true,,Moots Vamoots CR Di2,activities/1519741962.fit.gz,88.0,7.938,2983.0,2105.0,11615.8,7.7,,22.0,13.8,-25.4,-7.4,10.5,0.1,,,95.0,55.0,,,,93.0,217.0,,12.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1409519294,"Feb 15, 2018, 11:10:29 PM",Afternoon Ride,Ride,,4223,21.72,,,true,,Moots Vamoots CR Di2,activities/1521352308.fit.gz,88.0,7.938,4223.0,3844.0,21725.7,9.2,,97.0,81.2,-1.0,65.6,13.3,0.1,,,78.0,58.0,,,,96.0,411.0,,15.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1409519771,"Feb 15, 2018, 8:24:48 PM",Lunch Ride,Ride,,2108,12.40,,,true,,Moots Vamoots CR Di2,activities/1521352915.fit.gz,88.0,7.938,2108.0,2036.0,12405.2,8.0,,33.0,28.4,7.0,22.4,11.4,0.0,,,73.0,58.0,,,,103.0,234.0,,19.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1414674035,"Feb 18, 2018, 7:08:56 PM",Lunch Ride,Ride,,4907,18.22,,,false,,Moots Vamoots CR Di2,activities/1526925247.fit.gz,88.0,7.938,4907.0,3169.0,18225.2,8.0,,61.0,47.8,-47.4,-17.6,9.9,0.1,,,82.0,57.0,,,,100.0,353.0,,14.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1414993880,"Feb 19, 2018, 12:31:42 AM",Afternoon Ride,Ride,,5515,27.62,,,false,,Moots Vamoots CR Di2,activities/1527287343.fit.gz,88.0,7.938,5515.0,4538.0,27620.4,8.4,,67.0,47.8,-22.8,19.0,9.5,0.1,,,77.0,58.0,,,,102.0,515.0,,5.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1416219418,"Feb 19, 2018, 7:44:16 PM",Lunch Ride,Ride,,8102,34.17,,,false,,Moots Vamoots CR Di2,activities/1528576364.fit.gz,88.0,7.938,8102.0,5788.0,34178.7,8.4,,90.0,94.0,5.4,48.4,30.4,0.0,,,79.0,60.0,,,,99.0,639.0,,11.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1417519508,"Feb 20, 2018, 3:58:56 PM",Morning Ride,Ride,,9952,19.11,,,false,,Moots Vamoots CR Di2,activities/1529941417.fit.gz,88.0,7.938,9952.0,3486.0,19113.0,7.6,,32.0,30.6,11.4,29.4,45.1,0.0,,,84.0,60.0,,,,88.0,341.0,,6.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1419593373,"Feb 21, 2018, 8:40:56 PM",Lunch Ride,Ride,,6292,20.84,,,false,,Moots Vamoots CR Di2,activities/1532086209.fit.gz,88.0,7.938,6292.0,3443.0,20847.3,8.3,,68.0,55.0,-12.8,11.4,38.7,0.1,,,90.0,62.0,,,,106.0,406.0,,16.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1420682535,"Feb 22, 2018, 4:57:21 PM",Morning Ride,Ride,,2224,8.38,,,true,,Moots Vamoots CR Di2,activities/1533221992.fit.gz,88.0,7.938,2224.0,1243.0,8383.8,9.6,,10.0,13.6,3.0,13.4,11.2,0.0,,,81.0,61.0,,,,114.0,158.0,,9.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1422345776,"Feb 23, 2018, 5:02:07 PM",Morning Ride,Ride,,10865,47.00,,,true,,Moots Vamoots CR Di2,activities/1422345776.gpx,88.0,7.938,10865.0,7708.0,47008.0,9.7,,50.5,59.2,-1.0,15.2,17.9,0.0,,,,,,,,96.0,824.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1422598525,"Feb 23, 2018, 9:39:32 PM",Afternoon Ride,Ride,,9497,19.95,,,true,,Moots Vamoots CR Di2,activities/1535201096.fit.gz,88.0,7.938,9497.0,3537.0,19952.1,8.1,,100.0,89.8,-20.8,65.2,47.3,0.1,,,82.0,55.0,,,,103.0,408.0,,15.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1424178032,"Feb 24, 2018, 4:25:21 PM",Los Altos Hills on and off road,Ride,"",15502,53.90,,,false,,Moots Vamoots CR Di2,activities/1536840314.fit.gz,88.0,7.938,15502.0,11447.0,53903.3,13.3,,714.0,704.8,-1.0,239.4,28.6,0.0,,,101.0,63.0,,,,109.0,1396.0,,11.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/31fb829a-b98a-4a06-b8b7-28a989a1dddf.jpg|media/70abe226-c885-47cb-8d47-56ce384478c5.jpg|media/ca6f3a00-fb6b-4186-b469-dbcff8499669.jpg|media/f532b9e4-4f62-4a10-9ca7-3268eaa20aac.jpg
1426384080,"Feb 25, 2018, 8:37:01 PM",Lunch Ride,Ride,"",11381,44.87,,,false,,Moots Vamoots CR Di2,activities/1539154622.fit.gz,88.0,7.938,11381.0,7854.0,44872.0,12.8,,292.0,288.0,11.8,211.4,40.3,0.0,,,100.0,59.0,,,,108.0,949.0,,17.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/de4ece07-bec9-4579-9938-935d6032fd1f.jpg|media/a44bfcab-8ff9-42d6-a850-011fdc6f68e3.jpg
1429174510,"Feb 27, 2018, 8:04:57 PM",Lunch Ride,Ride,,10091,18.63,,,false,,Moots Vamoots CR Di2,activities/1542047209.fit.gz,88.0,7.938,10091.0,3176.0,18638.3,8.4,,62.0,53.4,-11.6,8.2,38.2,0.0,,,83.0,55.0,,,,102.0,360.0,,16.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1430601040,"Feb 28, 2018, 8:00:55 PM",Lunch Ride,Ride,,10649,18.63,,,false,,Moots Vamoots CR Di2,activities/1543513857.fit.gz,88.0,7.938,10649.0,3175.0,18636.9,8.6,,50.0,30.2,31.2,60.4,12.1,0.1,,,81.0,57.0,,,,98.0,346.0,,13.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1436916258,"Mar 4, 2018, 6:57:20 PM",Morning Ride,Ride,,3907,22.31,,,false,,Moots Vamoots CR Di2,activities/1550027035.fit.gz,88.0,7.938,3907.0,3457.0,22309.3,9.8,,131.0,59.2,2.8,98.0,7.9,0.3,,,88.0,66.0,,,,132.0,508.0,,14.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1437704725,"Mar 4, 2018, 10:54:56 PM",Afternoon Ride,Ride,,5558,23.37,,,false,,Moots Vamoots CR Di2,activities/1437704725.gpx,88.0,7.938,5558.0,4376.0,23375.9,9.8,,44.4,82.0,8.0,77.1,11.6,-0.2,,,,,,,,71.0,348.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1438128679,"Mar 5, 2018, 7:12:57 PM",Lunch Ride,Ride,,8256,28.69,,,false,,Moots Vamoots CR Di2,activities/1551279865.fit.gz,88.0,7.938,8256.0,5012.0,28690.4,8.3,,115.0,85.0,1.4,35.6,39.7,0.1,,,81.0,61.0,,,,106.0,592.0,,18.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1439079889,"Feb 24, 2018, 5:40:00 PM",Bike around Google campus,Ride,"",2100,11.26,,,false,"",GBike,,88.0,7.938,2100.0,2100.0,11265.4,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,5048780.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,""
1446193591,"Mar 10, 2018, 4:21:23 PM",Morning Ride,Ride,,11484,36.94,,,false,,Moots Vamoots CR Di2,activities/1559590882.fit.gz,88.0,7.938,11484.0,6491.0,36941.8,10.4,,284.0,276.6,26.8,184.8,17.5,0.0,,,124.0,66.0,,,,106.0,770.0,,10.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1448526514,"Mar 11, 2018, 7:20:23 PM",Lunch Ride,Ride,,11087,50.57,,,false,,Moots Vamoots CR Di2,activities/1562045115.fit.gz,88.0,7.938,11087.0,8594.0,50575.6,9.3,,209.0,185.8,-1.2,47.4,43.1,0.0,,,87.0,60.0,,,,104.0,998.0,,22.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1822749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
